circuit name,latitude,longitude,fastest lap speed
Suzuka Circuit,34.8431,136.541,225.361
Suzuka Circuit,34.8431,136.541,225.283
Suzuka Circuit,34.8431,136.541,223.587
Suzuka Circuit,34.8431,136.541,224.227
Suzuka Circuit,34.8431,136.541,224.466
Suzuka Circuit,34.8431,136.541,224.093
Suzuka Circuit,34.8431,136.541,218.998
Suzuka Circuit,34.8431,136.541,216.468
Suzuka Circuit,34.8431,136.541,218.019
Suzuka Circuit,34.8431,136.541,217.674
Suzuka Circuit,34.8431,136.541,216.161
Suzuka Circuit,34.8431,136.541,214.570
Suzuka Circuit,34.8431,136.541,221.956
Shanghai International Circuit,31.3389,121.22,209.797
Shanghai International Circuit,31.3389,121.22,210.458
Shanghai International Circuit,31.3389,121.22,208.684
Shanghai International Circuit,31.3389,121.22,209.736
Shanghai International Circuit,31.3389,121.22,209.369
Shanghai International Circuit,31.3389,121.22,208.553
Shanghai International Circuit,31.3389,121.22,208.161
Shanghai International Circuit,31.3389,121.22,207.074
Shanghai International Circuit,31.3389,121.22,207.470
Shanghai International Circuit,31.3389,121.22,207.190
Shanghai International Circuit,31.3389,121.22,203.220
Shanghai International Circuit,31.3389,121.22,206.540
Shanghai International Circuit,31.3389,121.22,207.525
Shanghai International Circuit,31.3389,121.22,202.526
Shanghai International Circuit,31.3389,121.22,205.812
Shanghai International Circuit,31.3389,121.22,201.857
Shanghai International Circuit,31.3389,121.22,205.295
Shanghai International Circuit,31.3389,121.22,201.478
Shanghai International Circuit,31.3389,121.22,207.654
Shanghai International Circuit,31.3389,121.22,204.674
Albert Park Grand Prix Circuit,-37.8497,144.968,226.933
Albert Park Grand Prix Circuit,-37.8497,144.968,226.788
Albert Park Grand Prix Circuit,-37.8497,144.968,224.365
Albert Park Grand Prix Circuit,-37.8497,144.968,222.441
Albert Park Grand Prix Circuit,-37.8497,144.968,223.844
Albert Park Grand Prix Circuit,-37.8497,144.968,222.032
Albert Park Grand Prix Circuit,-37.8497,144.968,221.278
Albert Park Grand Prix Circuit,-37.8497,144.968,221.142
Albert Park Grand Prix Circuit,-37.8497,144.968,221.787
Albert Park Grand Prix Circuit,-37.8497,144.968,221.260
Albert Park Grand Prix Circuit,-37.8497,144.968,217.336
Albert Park Grand Prix Circuit,-37.8497,144.968,217.385
Albert Park Grand Prix Circuit,-37.8497,144.968,217.417
Albert Park Grand Prix Circuit,-37.8497,144.968,215.659
Albert Park Grand Prix Circuit,-37.8497,144.968,219.823
Albert Park Grand Prix Circuit,-37.8497,144.968,218.173
Albert Park Grand Prix Circuit,-37.8497,144.968,211.741
Albert Park Grand Prix Circuit,-37.8497,144.968,222.110
Albert Park Grand Prix Circuit,-37.8497,144.968,210.666
Albert Park Grand Prix Circuit,-37.8497,144.968,217.098
Sepang International Circuit,2.76083,101.738,210.451
Sepang International Circuit,2.76083,101.738,211.782
Sepang International Circuit,2.76083,101.738,210.123
Sepang International Circuit,2.76083,101.738,209.279
Sepang International Circuit,2.76083,101.738,209.964
Sepang International Circuit,2.76083,101.738,208.183
Sepang International Circuit,2.76083,101.738,208.105
Sepang International Circuit,2.76083,101.738,206.635
Sepang International Circuit,2.76083,101.738,206.691
Sepang International Circuit,2.76083,101.738,205.653
Sepang International Circuit,2.76083,101.738,206.411
Sepang International Circuit,2.76083,101.738,207.968
Sepang International Circuit,2.76083,101.738,200.496
Sepang International Circuit,2.76083,101.738,199.725
Sepang International Circuit,2.76083,101.738,208.559
Sepang International Circuit,2.76083,101.738,199.302
Sepang International Circuit,2.76083,101.738,209.706
Sepang International Circuit,2.76083,101.738,204.805
Sepang International Circuit,2.76083,101.738,208.716
Sepang International Circuit,2.76083,101.738,205.885
Bahrain International Circuit,26.0325,50.5106,216.074
Bahrain International Circuit,26.0325,50.5106,214.591
Bahrain International Circuit,26.0325,50.5106,214.393
Bahrain International Circuit,26.0325,50.5106,213.312
Bahrain International Circuit,26.0325,50.5106,214.061
Bahrain International Circuit,26.0325,50.5106,215.116
Bahrain International Circuit,26.0325,50.5106,214.815
Bahrain International Circuit,26.0325,50.5106,211.333
Bahrain International Circuit,26.0325,50.5106,211.049
Bahrain International Circuit,26.0325,50.5106,211.237
Bahrain International Circuit,26.0325,50.5106,211.214
Bahrain International Circuit,26.0325,50.5106,210.391
Bahrain International Circuit,26.0325,50.5106,214.353
Bahrain International Circuit,26.0325,50.5106,210.748
Bahrain International Circuit,26.0325,50.5106,209.051
Bahrain International Circuit,26.0325,50.5106,207.388
Bahrain International Circuit,26.0325,50.5106,204.995
Bahrain International Circuit,26.0325,50.5106,212.290
Bahrain International Circuit,26.0325,50.5106,206.241
Bahrain International Circuit,26.0325,50.5106,208.508
Autodromo Enzo e Dino Ferrari,44.3439,11.7167,220.850
Autodromo Enzo e Dino Ferrari,44.3439,11.7167,218.701
Autodromo Enzo e Dino Ferrari,44.3439,11.7167,216.914
Autodromo Enzo e Dino Ferrari,44.3439,11.7167,217.499
Autodromo Enzo e Dino Ferrari,44.3439,11.7167,217.456
Autodromo Enzo e Dino Ferrari,44.3439,11.7167,216.906
Autodromo Enzo e Dino Ferrari,44.3439,11.7167,217.395
Autodromo Enzo e Dino Ferrari,44.3439,11.7167,215.258
Autodromo Enzo e Dino Ferrari,44.3439,11.7167,214.857
Autodromo Enzo e Dino Ferrari,44.3439,11.7167,214.232
Autodromo Enzo e Dino Ferrari,44.3439,11.7167,214.320
Autodromo Enzo e Dino Ferrari,44.3439,11.7167,214.087
Autodromo Enzo e Dino Ferrari,44.3439,11.7167,214.139
Autodromo Enzo e Dino Ferrari,44.3439,11.7167,212.306
Autodromo Enzo e Dino Ferrari,44.3439,11.7167,206.317
Autodromo Enzo e Dino Ferrari,44.3439,11.7167,216.758
Autodromo Enzo e Dino Ferrari,44.3439,11.7167,212.983
Autodromo Enzo e Dino Ferrari,44.3439,11.7167,213.683
Autodromo Enzo e Dino Ferrari,44.3439,11.7167,204.460
Autodromo Enzo e Dino Ferrari,44.3439,11.7167,207.809
Circuit de Barcelona-Catalunya,41.57,2.26111,215.070
Circuit de Barcelona-Catalunya,41.57,2.26111,213.863
Circuit de Barcelona-Catalunya,41.57,2.26111,213.067
Circuit de Barcelona-Catalunya,41.57,2.26111,214.776
Circuit de Barcelona-Catalunya,41.57,2.26111,214.439
Circuit de Barcelona-Catalunya,41.57,2.26111,212.063
Circuit de Barcelona-Catalunya,41.57,2.26111,210.685
Circuit de Barcelona-Catalunya,41.57,2.26111,214.945
Circuit de Barcelona-Catalunya,41.57,2.26111,211.334
Circuit de Barcelona-Catalunya,41.57,2.26111,210.384
Circuit de Barcelona-Catalunya,41.57,2.26111,211.273
Circuit de Barcelona-Catalunya,41.57,2.26111,211.877
Circuit de Barcelona-Catalunya,41.57,2.26111,210.552
Circuit de Barcelona-Catalunya,41.57,2.26111,208.486
Circuit de Barcelona-Catalunya,41.57,2.26111,212.838
Circuit de Barcelona-Catalunya,41.57,2.26111,210.472
Circuit de Barcelona-Catalunya,41.57,2.26111,210.320
Circuit de Barcelona-Catalunya,41.57,2.26111,210.928
Circuit de Barcelona-Catalunya,41.57,2.26111,202.339
Circuit de Barcelona-Catalunya,41.57,2.26111,199.750
Circuit de Monaco,43.7347,7.42056,160.598
Circuit de Monaco,43.7347,7.42056,159.851
Circuit de Monaco,43.7347,7.42056,158.705
Circuit de Monaco,43.7347,7.42056,159.480
Circuit de Monaco,43.7347,7.42056,155.850
Circuit de Monaco,43.7347,7.42056,157.729
Circuit de Monaco,43.7347,7.42056,153.637
Circuit de Monaco,43.7347,7.42056,157.188
Circuit de Monaco,43.7347,7.42056,146.838
Circuit de Monaco,43.7347,7.42056,154.972
Circuit de Monaco,43.7347,7.42056,161.528
Circuit de Monaco,43.7347,7.42056,159.838
Circuit de Monaco,43.7347,7.42056,157.789
Circuit de Monaco,43.7347,7.42056,147.367
Circuit de Monaco,43.7347,7.42056,151.407
Circuit de Monaco,43.7347,7.42056,155.216
Circuit de Monaco,43.7347,7.42056,147.773
Circuit de Monaco,43.7347,7.42056,149.255
Circuit de Monaco,43.7347,7.42056,148.804
Nürburgring,50.3356,6.9475,207.144
Nürburgring,50.3356,6.9475,205.689
Nürburgring,50.3356,6.9475,204.879
Nürburgring,50.3356,6.9475,203.364
Nürburgring,50.3356,6.9475,203.511
Nürburgring,50.3356,6.9475,202.737
Nürburgring,50.3356,6.9475,201.678
Nürburgring,50.3356,6.9475,202.712
Nürburgring,50.3356,6.9475,199.859
Nürburgring,50.3356,6.9475,201.178
Nürburgring,50.3356,6.9475,200.341
Nürburgring,50.3356,6.9475,199.698
Nürburgring,50.3356,6.9475,199.767
Nürburgring,50.3356,6.9475,193.949
Nürburgring,50.3356,6.9475,195.770
Nürburgring,50.3356,6.9475,205.910
Nürburgring,50.3356,6.9475,200.708
Nürburgring,50.3356,6.9475,202.168
Circuit Gilles Villeneuve,45.5,-73.5228,213.222
Circuit Gilles Villeneuve,45.5,-73.5228,213.246
Circuit Gilles Villeneuve,45.5,-73.5228,211.453
Circuit Gilles Villeneuve,45.5,-73.5228,209.110
Circuit Gilles Villeneuve,45.5,-73.5228,210.022
Circuit Gilles Villeneuve,45.5,-73.5228,208.002
Circuit Gilles Villeneuve,45.5,-73.5228,205.761
Circuit Gilles Villeneuve,45.5,-73.5228,206.873
Circuit Gilles Villeneuve,45.5,-73.5228,207.307
Circuit Gilles Villeneuve,45.5,-73.5228,202.533
Circuit Gilles Villeneuve,45.5,-73.5228,207.776
Circuit Gilles Villeneuve,45.5,-73.5228,209.116
Circuit Gilles Villeneuve,45.5,-73.5228,211.644
Circuit Gilles Villeneuve,45.5,-73.5228,201.212
Circuit Gilles Villeneuve,45.5,-73.5228,204.584
Circuit Gilles Villeneuve,45.5,-73.5228,212.042
Circuit Gilles Villeneuve,45.5,-73.5228,211.314
Circuit Gilles Villeneuve,45.5,-73.5228,207.523
Circuit Gilles Villeneuve,45.5,-73.5228,206.451
Indianapolis Motor Speedway,39.795,-86.2347,214.327
Indianapolis Motor Speedway,39.795,-86.2347,214.366
Indianapolis Motor Speedway,39.795,-86.2347,213.372
Indianapolis Motor Speedway,39.795,-86.2347,211.993
Indianapolis Motor Speedway,39.795,-86.2347,212.752
Indianapolis Motor Speedway,39.795,-86.2347,211.812
Indianapolis Motor Speedway,39.795,-86.2347,209.149
Indianapolis Motor Speedway,39.795,-86.2347,203.668
Indianapolis Motor Speedway,39.795,-86.2347,209.225
Indianapolis Motor Speedway,39.795,-86.2347,209.193
Indianapolis Motor Speedway,39.795,-86.2347,211.791
Indianapolis Motor Speedway,39.795,-86.2347,206.460
Indianapolis Motor Speedway,39.795,-86.2347,212.477
Indianapolis Motor Speedway,39.795,-86.2347,207.091
Indianapolis Motor Speedway,39.795,-86.2347,209.652
Indianapolis Motor Speedway,39.795,-86.2347,211.847
Circuit de Nevers Magny-Cours,46.8642,3.16361,210.669
Circuit de Nevers Magny-Cours,46.8642,3.16361,210.183
Circuit de Nevers Magny-Cours,46.8642,3.16361,208.845
Circuit de Nevers Magny-Cours,46.8642,3.16361,208.262
Circuit de Nevers Magny-Cours,46.8642,3.16361,209.021
Circuit de Nevers Magny-Cours,46.8642,3.16361,208.112
Circuit de Nevers Magny-Cours,46.8642,3.16361,209.518
Circuit de Nevers Magny-Cours,46.8642,3.16361,208.557
Circuit de Nevers Magny-Cours,46.8642,3.16361,209.063
Circuit de Nevers Magny-Cours,46.8642,3.16361,208.749
Circuit de Nevers Magny-Cours,46.8642,3.16361,206.625
Circuit de Nevers Magny-Cours,46.8642,3.16361,207.037
Circuit de Nevers Magny-Cours,46.8642,3.16361,205.194
Circuit de Nevers Magny-Cours,46.8642,3.16361,206.397
Circuit de Nevers Magny-Cours,46.8642,3.16361,206.043
Circuit de Nevers Magny-Cours,46.8642,3.16361,201.961
Circuit de Nevers Magny-Cours,46.8642,3.16361,204.525
Circuit de Nevers Magny-Cours,46.8642,3.16361,201.180
Circuit de Nevers Magny-Cours,46.8642,3.16361,199.344
Circuit de Nevers Magny-Cours,46.8642,3.16361,206.741
Silverstone Circuit,52.0786,-1.01694,235.049
Silverstone Circuit,52.0786,-1.01694,232.641
Silverstone Circuit,52.0786,-1.01694,233.398
Silverstone Circuit,52.0786,-1.01694,232.835
Silverstone Circuit,52.0786,-1.01694,231.437
Silverstone Circuit,52.0786,-1.01694,231.887
Silverstone Circuit,52.0786,-1.01694,229.773
Silverstone Circuit,52.0786,-1.01694,229.145
Silverstone Circuit,52.0786,-1.01694,229.953
Silverstone Circuit,52.0786,-1.01694,230.073
Silverstone Circuit,52.0786,-1.01694,229.082
Silverstone Circuit,52.0786,-1.01694,230.096
Silverstone Circuit,52.0786,-1.01694,229.145
Silverstone Circuit,52.0786,-1.01694,228.613
Silverstone Circuit,52.0786,-1.01694,226.475
Silverstone Circuit,52.0786,-1.01694,219.554
Silverstone Circuit,52.0786,-1.01694,225.301
Silverstone Circuit,52.0786,-1.01694,229.466
Silverstone Circuit,52.0786,-1.01694,219.500
Silverstone Circuit,52.0786,-1.01694,222.631
Hockenheimring,49.3278,8.56583,223.173
Hockenheimring,49.3278,8.56583,222.167
Hockenheimring,49.3278,8.56583,221.724
Hockenheimring,49.3278,8.56583,220.853
Hockenheimring,49.3278,8.56583,221.185
Hockenheimring,49.3278,8.56583,219.895
Hockenheimring,49.3278,8.56583,220.770
Hockenheimring,49.3278,8.56583,220.773
Hockenheimring,49.3278,8.56583,217.708
Hockenheimring,49.3278,8.56583,219.420
Hockenheimring,49.3278,8.56583,221.364
Hockenheimring,49.3278,8.56583,219.660
Hockenheimring,49.3278,8.56583,215.958
Hockenheimring,49.3278,8.56583,221.778
Hockenheimring,49.3278,8.56583,216.497
Hockenheimring,49.3278,8.56583,209.070
Hockenheimring,49.3278,8.56583,210.105
Hockenheimring,49.3278,8.56583,214.119
Hockenheimring,49.3278,8.56583,219.128
Hockenheimring,49.3278,8.56583,223.182
Hungaroring,47.5789,19.2486,199.461
Hungaroring,47.5789,19.2486,199.103
Hungaroring,47.5789,19.2486,196.469
Hungaroring,47.5789,19.2486,195.398
Hungaroring,47.5789,19.2486,196.103
Hungaroring,47.5789,19.2486,194.639
Hungaroring,47.5789,19.2486,195.918
Hungaroring,47.5789,19.2486,194.658
Hungaroring,47.5789,19.2486,194.389
Hungaroring,47.5789,19.2486,195.132
Hungaroring,47.5789,19.2486,193.968
Hungaroring,47.5789,19.2486,193.473
Hungaroring,47.5789,19.2486,191.101
Hungaroring,47.5789,19.2486,186.423
Hungaroring,47.5789,19.2486,185.865
Hungaroring,47.5789,19.2486,190.186
Hungaroring,47.5789,19.2486,195.422
Hungaroring,47.5789,19.2486,191.112
Hungaroring,47.5789,19.2486,192.674
Hungaroring,47.5789,19.2486,193.094
Circuit de Spa-Francorchamps,50.4372,5.97139,238.931
Circuit de Spa-Francorchamps,50.4372,5.97139,238.036
Circuit de Spa-Francorchamps,50.4372,5.97139,237.669
Circuit de Spa-Francorchamps,50.4372,5.97139,233.345
Circuit de Spa-Francorchamps,50.4372,5.97139,235.238
Circuit de Spa-Francorchamps,50.4372,5.97139,233.595
Circuit de Spa-Francorchamps,50.4372,5.97139,235.633
Circuit de Spa-Francorchamps,50.4372,5.97139,233.040
Circuit de Spa-Francorchamps,50.4372,5.97139,237.148
Circuit de Spa-Francorchamps,50.4372,5.97139,233.449
Circuit de Spa-Francorchamps,50.4372,5.97139,227.332
Circuit de Spa-Francorchamps,50.4372,5.97139,235.704
Circuit de Spa-Francorchamps,50.4372,5.97139,235.278
Circuit de Spa-Francorchamps,50.4372,5.97139,234.375
Circuit de Spa-Francorchamps,50.4372,5.97139,226.185
Circuit de Spa-Francorchamps,50.4372,5.97139,237.211
Autodromo Nazionale di Monza,45.6156,9.28111,257.320
Autodromo Nazionale di Monza,45.6156,9.28111,256.324
Autodromo Nazionale di Monza,45.6156,9.28111,252.262
Autodromo Nazionale di Monza,45.6156,9.28111,252.296
Autodromo Nazionale di Monza,45.6156,9.28111,251.477
Autodromo Nazionale di Monza,45.6156,9.28111,251.599
Autodromo Nazionale di Monza,45.6156,9.28111,253.566
Autodromo Nazionale di Monza,45.6156,9.28111,252.433
Autodromo Nazionale di Monza,45.6156,9.28111,250.990
Autodromo Nazionale di Monza,45.6156,9.28111,251.702
Autodromo Nazionale di Monza,45.6156,9.28111,250.027
Autodromo Nazionale di Monza,45.6156,9.28111,251.441
Autodromo Nazionale di Monza,45.6156,9.28111,249.961
Autodromo Nazionale di Monza,45.6156,9.28111,247.781
Autodromo Nazionale di Monza,45.6156,9.28111,241.497
Autodromo Nazionale di Monza,45.6156,9.28111,251.623
Autodromo Nazionale di Monza,45.6156,9.28111,248.091
Autodromo Nazionale di Monza,45.6156,9.28111,241.456
Autodromo Nazionale di Monza,45.6156,9.28111,250.162
Shanghai International Circuit,31.3389,121.22,212.250
Shanghai International Circuit,31.3389,121.22,211.154
Shanghai International Circuit,31.3389,121.22,211.288
Shanghai International Circuit,31.3389,121.22,209.597
Shanghai International Circuit,31.3389,121.22,210.761
Shanghai International Circuit,31.3389,121.22,209.804
Shanghai International Circuit,31.3389,121.22,209.833
Shanghai International Circuit,31.3389,121.22,209.916
Shanghai International Circuit,31.3389,121.22,209.369
Shanghai International Circuit,31.3389,121.22,206.797
Shanghai International Circuit,31.3389,121.22,206.672
Shanghai International Circuit,31.3389,121.22,212.749
Shanghai International Circuit,31.3389,121.22,207.181
Shanghai International Circuit,31.3389,121.22,207.431
Shanghai International Circuit,31.3389,121.22,206.714
Shanghai International Circuit,31.3389,121.22,201.106
Shanghai International Circuit,31.3389,121.22,201.521
Shanghai International Circuit,31.3389,121.22,209.774
Shanghai International Circuit,31.3389,121.22,208.165
Shanghai International Circuit,31.3389,121.22,202.539
Suzuka Circuit,34.8431,136.541,225.281
Suzuka Circuit,34.8431,136.541,223.663
Suzuka Circuit,34.8431,136.541,222.824
Suzuka Circuit,34.8431,136.541,223.007
Suzuka Circuit,34.8431,136.541,221.737
Suzuka Circuit,34.8431,136.541,222.585
Suzuka Circuit,34.8431,136.541,222.919
Suzuka Circuit,34.8431,136.541,222.751
Suzuka Circuit,34.8431,136.541,223.312
Suzuka Circuit,34.8431,136.541,219.385
Suzuka Circuit,34.8431,136.541,220.924
Suzuka Circuit,34.8431,136.541,219.451
Suzuka Circuit,34.8431,136.541,218.847
Suzuka Circuit,34.8431,136.541,221.364
Suzuka Circuit,34.8431,136.541,216.259
Suzuka Circuit,34.8431,136.541,210.415
Suzuka Circuit,34.8431,136.541,210.241
Suzuka Circuit,34.8431,136.541,222.592
Suzuka Circuit,34.8431,136.541,225.441
Suzuka Circuit,34.8431,136.541,221.855
Autódromo José Carlos Pace,-23.7036,-46.6997,217.038
Autódromo José Carlos Pace,-23.7036,-46.6997,216.768
Autódromo José Carlos Pace,-23.7036,-46.6997,216.435
Autódromo José Carlos Pace,-23.7036,-46.6997,215.097
Autódromo José Carlos Pace,-23.7036,-46.6997,216.158
Autódromo José Carlos Pace,-23.7036,-46.6997,215.626
Autódromo José Carlos Pace,-23.7036,-46.6997,216.161
Autódromo José Carlos Pace,-23.7036,-46.6997,215.252
Autódromo José Carlos Pace,-23.7036,-46.6997,215.818
Autódromo José Carlos Pace,-23.7036,-46.6997,214.823
Autódromo José Carlos Pace,-23.7036,-46.6997,213.899
Autódromo José Carlos Pace,-23.7036,-46.6997,214.156
Autódromo José Carlos Pace,-23.7036,-46.6997,212.612
Autódromo José Carlos Pace,-23.7036,-46.6997,212.816
Autódromo José Carlos Pace,-23.7036,-46.6997,209.896
Autódromo José Carlos Pace,-23.7036,-46.6997,207.543
Autódromo José Carlos Pace,-23.7036,-46.6997,207.507
Autódromo José Carlos Pace,-23.7036,-46.6997,211.926
Autódromo José Carlos Pace,-23.7036,-46.6997,204.500
Autódromo José Carlos Pace,-23.7036,-46.6997,183.709
Albert Park Grand Prix Circuit,-37.8497,144.968,216.891
Albert Park Grand Prix Circuit,-37.8497,144.968,214.344
Albert Park Grand Prix Circuit,-37.8497,144.968,214.706
Albert Park Grand Prix Circuit,-37.8497,144.968,215.920
Albert Park Grand Prix Circuit,-37.8497,144.968,215.199
Albert Park Grand Prix Circuit,-37.8497,144.968,217.668
Albert Park Grand Prix Circuit,-37.8497,144.968,213.950
Albert Park Grand Prix Circuit,-37.8497,144.968,212.537
Albert Park Grand Prix Circuit,-37.8497,144.968,214.640
Albert Park Grand Prix Circuit,-37.8497,144.968,216.245
Albert Park Grand Prix Circuit,-37.8497,144.968,214.491
Albert Park Grand Prix Circuit,-37.8497,144.968,215.695
Albert Park Grand Prix Circuit,-37.8497,144.968,216.596
Albert Park Grand Prix Circuit,-37.8497,144.968,216.970
Albert Park Grand Prix Circuit,-37.8497,144.968,215.744
Albert Park Grand Prix Circuit,-37.8497,144.968,214.164
Albert Park Grand Prix Circuit,-37.8497,144.968,210.943
Albert Park Grand Prix Circuit,-37.8497,144.968,212.301
Albert Park Grand Prix Circuit,-37.8497,144.968,214.455
Sepang International Circuit,2.76083,101.738,206.483
Sepang International Circuit,2.76083,101.738,201.392
Sepang International Circuit,2.76083,101.738,200.740
Sepang International Circuit,2.76083,101.738,204.473
Sepang International Circuit,2.76083,101.738,204.698
Sepang International Circuit,2.76083,101.738,204.304
Sepang International Circuit,2.76083,101.738,201.276
Sepang International Circuit,2.76083,101.738,204.459
Sepang International Circuit,2.76083,101.738,201.055
Sepang International Circuit,2.76083,101.738,201.072
Sepang International Circuit,2.76083,101.738,201.551
Sepang International Circuit,2.76083,101.738,200.778
Sepang International Circuit,2.76083,101.738,201.019
Sepang International Circuit,2.76083,101.738,202.683
Sepang International Circuit,2.76083,101.738,202.737
Sepang International Circuit,2.76083,101.738,201.689
Sepang International Circuit,2.76083,101.738,200.623
Sepang International Circuit,2.76083,101.738,200.738
Shanghai International Circuit,31.3389,121.22,174.235
Shanghai International Circuit,31.3389,121.22,173.690
Shanghai International Circuit,31.3389,121.22,172.825
Shanghai International Circuit,31.3389,121.22,174.289
Shanghai International Circuit,31.3389,121.22,171.361
Shanghai International Circuit,31.3389,121.22,171.138
Shanghai International Circuit,31.3389,121.22,174.117
Shanghai International Circuit,31.3389,121.22,171.250
Shanghai International Circuit,31.3389,121.22,171.413
Shanghai International Circuit,31.3389,121.22,170.054
Shanghai International Circuit,31.3389,121.22,172.934
Shanghai International Circuit,31.3389,121.22,171.898
Shanghai International Circuit,31.3389,121.22,170.122
Shanghai International Circuit,31.3389,121.22,168.821
Shanghai International Circuit,31.3389,121.22,171.770
Shanghai International Circuit,31.3389,121.22,169.849
Shanghai International Circuit,31.3389,121.22,170.971
Shanghai International Circuit,31.3389,121.22,168.925
Shanghai International Circuit,31.3389,121.22,168.466
Shanghai International Circuit,31.3389,121.22,163.081
Bahrain International Circuit,26.0325,50.5106,205.979
Bahrain International Circuit,26.0325,50.5106,205.614
Bahrain International Circuit,26.0325,50.5106,206.049
Bahrain International Circuit,26.0325,50.5106,205.269
Bahrain International Circuit,26.0325,50.5106,205.300
Bahrain International Circuit,26.0325,50.5106,204.016
Bahrain International Circuit,26.0325,50.5106,206.010
Bahrain International Circuit,26.0325,50.5106,203.539
Bahrain International Circuit,26.0325,50.5106,203.339
Bahrain International Circuit,26.0325,50.5106,204.138
Bahrain International Circuit,26.0325,50.5106,204.730
Bahrain International Circuit,26.0325,50.5106,203.969
Bahrain International Circuit,26.0325,50.5106,204.205
Bahrain International Circuit,26.0325,50.5106,204.946
Bahrain International Circuit,26.0325,50.5106,202.158
Bahrain International Circuit,26.0325,50.5106,202.488
Bahrain International Circuit,26.0325,50.5106,201.954
Bahrain International Circuit,26.0325,50.5106,203.573
Bahrain International Circuit,26.0325,50.5106,203.110
Bahrain International Circuit,26.0325,50.5106,202.627
Circuit de Barcelona-Catalunya,41.57,2.26111,202.149
Circuit de Barcelona-Catalunya,41.57,2.26111,202.484
Circuit de Barcelona-Catalunya,41.57,2.26111,201.631
Circuit de Barcelona-Catalunya,41.57,2.26111,201.684
Circuit de Barcelona-Catalunya,41.57,2.26111,200.887
Circuit de Barcelona-Catalunya,41.57,2.26111,201.687
Circuit de Barcelona-Catalunya,41.57,2.26111,199.790
Circuit de Barcelona-Catalunya,41.57,2.26111,200.404
Circuit de Barcelona-Catalunya,41.57,2.26111,199.883
Circuit de Barcelona-Catalunya,41.57,2.26111,199.182
Circuit de Barcelona-Catalunya,41.57,2.26111,199.314
Circuit de Barcelona-Catalunya,41.57,2.26111,198.823
Circuit de Barcelona-Catalunya,41.57,2.26111,199.132
Circuit de Barcelona-Catalunya,41.57,2.26111,199.985
Circuit de Barcelona-Catalunya,41.57,2.26111,198.342
Circuit de Barcelona-Catalunya,41.57,2.26111,188.888
Circuit de Monaco,43.7347,7.42056,159.914
Circuit de Monaco,43.7347,7.42056,158.868
Circuit de Monaco,43.7347,7.42056,159.507
Circuit de Monaco,43.7347,7.42056,159.991
Circuit de Monaco,43.7347,7.42056,159.636
Circuit de Monaco,43.7347,7.42056,158.686
Circuit de Monaco,43.7347,7.42056,159.530
Circuit de Monaco,43.7347,7.42056,157.840
Circuit de Monaco,43.7347,7.42056,157.343
Circuit de Monaco,43.7347,7.42056,158.073
Circuit de Monaco,43.7347,7.42056,157.654
Circuit de Monaco,43.7347,7.42056,158.824
Circuit de Monaco,43.7347,7.42056,158.187
Circuit de Monaco,43.7347,7.42056,157.702
Circuit de Monaco,43.7347,7.42056,158.644
Circuit de Monaco,43.7347,7.42056,158.896
Circuit de Monaco,43.7347,7.42056,155.032
Circuit de Monaco,43.7347,7.42056,154.880
Circuit de Monaco,43.7347,7.42056,153.144
Circuit de Monaco,43.7347,7.42056,153.012
Istanbul Park,40.9517,29.405,219.422
Istanbul Park,40.9517,29.405,218.847
Istanbul Park,40.9517,29.405,219.314
Istanbul Park,40.9517,29.405,218.700
Istanbul Park,40.9517,29.405,217.823
Istanbul Park,40.9517,29.405,217.936
Istanbul Park,40.9517,29.405,218.352
Istanbul Park,40.9517,29.405,218.663
Istanbul Park,40.9517,29.405,218.221
Istanbul Park,40.9517,29.405,217.411
Istanbul Park,40.9517,29.405,217.842
Istanbul Park,40.9517,29.405,218.402
Istanbul Park,40.9517,29.405,216.986
Istanbul Park,40.9517,29.405,215.497
Istanbul Park,40.9517,29.405,216.835
Istanbul Park,40.9517,29.405,217.532
Istanbul Park,40.9517,29.405,215.454
Istanbul Park,40.9517,29.405,215.865
Istanbul Park,40.9517,29.405,217.075
Istanbul Park,40.9517,29.405,204.281
Silverstone Circuit,52.0786,-1.01694,229.238
Silverstone Circuit,52.0786,-1.01694,228.728
Silverstone Circuit,52.0786,-1.01694,227.285
Silverstone Circuit,52.0786,-1.01694,227.062
Silverstone Circuit,52.0786,-1.01694,228.336
Silverstone Circuit,52.0786,-1.01694,227.956
Silverstone Circuit,52.0786,-1.01694,226.237
Silverstone Circuit,52.0786,-1.01694,226.653
Silverstone Circuit,52.0786,-1.01694,226.611
Silverstone Circuit,52.0786,-1.01694,226.226
Silverstone Circuit,52.0786,-1.01694,226.129
Silverstone Circuit,52.0786,-1.01694,224.320
Silverstone Circuit,52.0786,-1.01694,225.202
Silverstone Circuit,52.0786,-1.01694,226.110
Silverstone Circuit,52.0786,-1.01694,225.823
Silverstone Circuit,52.0786,-1.01694,224.128
Silverstone Circuit,52.0786,-1.01694,221.714
Silverstone Circuit,52.0786,-1.01694,223.762
Silverstone Circuit,52.0786,-1.01694,224.427
Silverstone Circuit,52.0786,-1.01694,224.557
Nürburgring,50.3356,6.9475,197.151
Nürburgring,50.3356,6.9475,196.970
Nürburgring,50.3356,6.9475,196.201
Nürburgring,50.3356,6.9475,196.315
Nürburgring,50.3356,6.9475,196.630
Nürburgring,50.3356,6.9475,195.749
Nürburgring,50.3356,6.9475,198.498
